"Site ID","Station_Type","Sample_Date","Sample Depth (cm)","Mean Bulk Density (g/cm3)","SE Bulk Density (g/cm3)",
"CRMS0090","S","6/4/2008 12:00:00 AM","16","0.2266667","0.03711843",
"CRMS0090","S","6/4/2008 12:00:00 AM","20","0.215","0.065",
"CRMS0090","S","6/4/2008 12:00:00 AM","24","0.24","0.05",
"CRMS0090","S","6/24/2014 12:00:00 AM","16","0.25","0.02645752",
"CRMS0090","S","12/13/2021 12:00:00 AM","16","0.05666666","0.003333333",
"CRMS0097","S","6/16/2008 12:00:00 AM","4","0.1233333","0.006666665",
"CRMS0097","S","6/16/2008 12:00:00 AM","8","0.13","0.01",
"CRMS0097","S","6/16/2008 12:00:00 AM","12","0.1666667","0.01666667",
"CRMS0097","S","6/16/2008 12:00:00 AM","16","0.2233333","0.00666667",
"CRMS0097","S","6/16/2008 12:00:00 AM","20","0.23","0.005773501",
"CRMS0097","S","6/16/2008 12:00:00 AM","24","0.1733333","0.01666667",
"CRMS0097","S","5/15/2014 12:00:00 AM","4","0.08333333","0.01452966",
"CRMS0097","S","5/15/2014 12:00:00 AM","8","0.12","0.005773501",
"CRMS0097","S","5/15/2014 12:00:00 AM","12","0.1766667","0.01855922",
"CRMS0097","S","5/15/2014 12:00:00 AM","16","0.2566667","0.01201851",
"CRMS0097","S","5/15/2014 12:00:00 AM","20","0.2766667","0.02185813",
"CRMS0097","S","5/15/2014 12:00:00 AM","24","0.2433333","0.02403701",
"CRMS0097","S","7/7/2021 12:00:00 AM","4","0.1033333","0.0120185",
"CRMS0097","S","7/7/2021 12:00:00 AM","8","0.1366667","0.01763834",
"CRMS0097","S","7/7/2021 12:00:00 AM","12","0.1866667","0.01763834",
"CRMS0097","S","7/7/2021 12:00:00 AM","16","0.2233333","0.04096069",
"CRMS0097","S","7/7/2021 12:00:00 AM","20","0.2433333","0.02728451",
"CRMS0097","S","7/7/2021 12:00:00 AM","24","0.24","0.02645751",
"CRMS0103","S","6/5/2008 12:00:00 AM","4","0.13","0.005773504",
"CRMS0103","S","6/5/2008 12:00:00 AM","8","0.16","0.005773501",
"CRMS0103","S","6/5/2008 12:00:00 AM","12","0.23","0.02081666",
"CRMS0103","S","6/5/2008 12:00:00 AM","16","0.2366667","0.04371626",
"CRMS0103","S","6/5/2008 12:00:00 AM","20","0.3266667","0.04096068",
"CRMS0103","S","6/5/2008 12:00:00 AM","24","0.3933333","0.03179797",
"CRMS0103","S","5/27/2014 12:00:00 AM","4","0.1733333","0.003333335",
"CRMS0103","S","5/27/2014 12:00:00 AM","8","0.2","0.03511885",
"CRMS0103","S","5/27/2014 12:00:00 AM","12","0.23","0.02645751",
"CRMS0103","S","5/27/2014 12:00:00 AM","16","0.3","0.04041452",
"CRMS0103","S","5/27/2014 12:00:00 AM","20","0.3266667","0.05840472",
"CRMS0103","S","5/27/2014 12:00:00 AM","24","0.4933333","0.03382964",
"CRMS0103","S","8/4/2021 12:00:00 AM","4","0.09666666","0.008819171",
"CRMS0103","S","8/4/2021 12:00:00 AM","8","0.13","0.01527525",
"CRMS0103","S","8/4/2021 12:00:00 AM","12","0.1266667","0.01201851",
"CRMS0103","S","8/4/2021 12:00:00 AM","16","0.1533333","0.006666665",
"CRMS0103","S","8/4/2021 12:00:00 AM","20","0.1666667","0.02603417",
"CRMS0103","S","8/4/2021 12:00:00 AM","24","0.2166667","0.02905933",
"CRMS0108","S","6/12/2008 12:00:00 AM","4","0.2266667","0.02333333",
"CRMS0108","S","6/12/2008 12:00:00 AM","8","0.3333333","0.0120185",
"CRMS0108","S","6/12/2008 12:00:00 AM","12","0.3066667","0.00333333",
"CRMS0108","S","6/12/2008 12:00:00 AM","16","0.2666667","0.01855921",
"CRMS0108","S","6/12/2008 12:00:00 AM","20","0.21","0.01154701",
"CRMS0108","S","6/12/2008 12:00:00 AM","24","0.1966667","0.02027588",
"CRMS0108","SB","9/13/2017 12:00:00 AM","4","0.13","0.02645751",
"CRMS0108","SB","9/13/2017 12:00:00 AM","8","0.24","0.06506407",
"CRMS0108","SB","9/13/2017 12:00:00 AM","12","0.3966666","0.1816896",
"CRMS0108","SB","9/13/2017 12:00:00 AM","16","0.2733333","0.00666667",
"CRMS0108","SB","9/13/2017 12:00:00 AM","20","0.2","0.02516611",
"CRMS0108","SB","9/13/2017 12:00:00 AM","24","0.1933333","0.006666665",
"CRMS0114","S","10/29/2008 12:00:00 AM","16","0.1366667","0.003333335",
"CRMS0114","S","4/24/2018 12:00:00 AM","4","0.1166667","0.0120185",
"CRMS0114","S","4/24/2018 12:00:00 AM","8","0.1833333","0.02848001",
"CRMS0114","S","4/24/2018 12:00:00 AM","12","0.1933333","0.04255715",
"CRMS0114","S","4/24/2018 12:00:00 AM","16","0.1766667","0.01763834",
"CRMS0114","S","4/24/2018 12:00:00 AM","20","0.2","0.01732051",
"CRMS0114","S","4/24/2018 12:00:00 AM","24","0.1833333","0.006666665",
"CRMS0115","S","7/20/2009 12:00:00 AM","4","0.25","0.005773501",
"CRMS0115","S","7/20/2009 12:00:00 AM","8","0.2366667","0.008819171",
"CRMS0115","S","7/20/2009 12:00:00 AM","12","0.2033333","0.01452966",
"CRMS0115","S","7/20/2009 12:00:00 AM","16","0.1966667","0.01855922",
"CRMS0115","S","7/20/2009 12:00:00 AM","20","0.1833333","0.02403701",
"CRMS0115","S","7/20/2009 12:00:00 AM","24","0.1266667","0.05487359",
"CRMS0115","SB","9/12/2017 12:00:00 AM","4","0.07666667","0.0120185",
"CRMS0115","SB","9/12/2017 12:00:00 AM","8","0.18","0.03605551",
"CRMS0115","SB","9/12/2017 12:00:00 AM","12","0.2233333","0.008819171",
"CRMS0115","SB","9/12/2017 12:00:00 AM","16","0.2833333","0.02333333",
"CRMS0115","SB","9/12/2017 12:00:00 AM","20","0.3","0.03055051",
"CRMS0115","SB","9/12/2017 12:00:00 AM","24","0.23","0.04932883",
"CRMS0115","S","5/16/2018 12:00:00 AM","4","0.14","0.02081666",
"CRMS0115","S","5/16/2018 12:00:00 AM","8","0.2733333","0.02027588",
"CRMS0115","S","5/16/2018 12:00:00 AM","12","0.3466667","0.03382964",
"CRMS0115","S","5/16/2018 12:00:00 AM","16","0.3266667","0.02333334",
"CRMS0115","S","5/16/2018 12:00:00 AM","20","0.2733333","0.04333333",
"CRMS0115","S","5/16/2018 12:00:00 AM","24","0.2233333","0.02728451",
"CRMS0117","S","10/28/2008 12:00:00 AM","4","0.14","0.02081666",
"CRMS0117","S","10/28/2008 12:00:00 AM","8","0.1533333","0.008819171",
"CRMS0117","S","10/28/2008 12:00:00 AM","12","0.1366667","0.008819173",
"CRMS0117","S","10/28/2008 12:00:00 AM","16","0.1366667","0.008819173",
"CRMS0117","S","10/28/2008 12:00:00 AM","20","0.12","0.02",
"CRMS0117","S","10/28/2008 12:00:00 AM","24","0.1433333","0.02185813",
"CRMS0117","S","5/16/2018 12:00:00 AM","4","0.1133333","0.008819169",
"CRMS0117","S","5/16/2018 12:00:00 AM","8","0.2033333","0.008819171",
"CRMS0117","S","5/16/2018 12:00:00 AM","12","0.2933334","0.02333333",
"CRMS0117","S","5/16/2018 12:00:00 AM","16","0.3233334","0.0120185",
"CRMS0117","S","5/16/2018 12:00:00 AM","20","0.2833333","0.02905933",
"CRMS0117","S","5/16/2018 12:00:00 AM","24","0.2633333","0.03844187",
"CRMS0118","S","5/17/2007 12:00:00 AM","4","0.4233333","0.04666667",
"CRMS0118","S","5/17/2007 12:00:00 AM","8","0.41","0.05859465",
"CRMS0118","S","5/17/2007 12:00:00 AM","12","0.42","0.04",
"CRMS0118","S","5/17/2007 12:00:00 AM","16","0.4066667","0.05333333",
"CRMS0118","S","5/17/2007 12:00:00 AM","20","0.47","0.04041452",
"CRMS0118","S","5/17/2007 12:00:00 AM","24","0.5066667","0.07688376",
"CRMS0118","SB","8/21/2017 12:00:00 AM","4","0.1366667","0.04176655",
"CRMS0118","SB","8/21/2017 12:00:00 AM","8","0.23","0.08020806",
"CRMS0118","SB","8/21/2017 12:00:00 AM","12","0.3166667","0.05174724",
"CRMS0118","SB","8/21/2017 12:00:00 AM","16","0.4233333","0.1036554",
"CRMS0118","SB","8/21/2017 12:00:00 AM","20","0.3166667","0.04333333",
"CRMS0118","SB","8/21/2017 12:00:00 AM","24","0.2766667","0.03666667",
"CRMS0119","S","5/17/2007 12:00:00 AM","4","0.5233333","0.02027587",
"CRMS0119","S","5/17/2007 12:00:00 AM","8","0.4266667","0.02027588",
"CRMS0119","S","5/17/2007 12:00:00 AM","12","0.4233333","0.08212457",
"CRMS0119","S","5/17/2007 12:00:00 AM","16","0.4066667","0.1058825",
"CRMS0119","S","5/17/2007 12:00:00 AM","20","0.3466667","0.09351174",
"CRMS0119","S","5/17/2007 12:00:00 AM","24","0.4466667","0.09614804",
"CRMS0119","S","2/22/2018 12:00:00 AM","4","0.2066667","0.01855922",
"CRMS0119","S","2/22/2018 12:00:00 AM","8","0.3266667","0.02403701",
"CRMS0119","S","2/22/2018 12:00:00 AM","12","0.3666667","0.02962731",
"CRMS0119","S","2/22/2018 12:00:00 AM","16","0.2333333","0.02185813",
"CRMS0119","S","2/22/2018 12:00:00 AM","20","0.1633333","0.02666667",
"CRMS0119","S","2/22/2018 12:00:00 AM","24","0.16","0.01732051",
"CRMS0120","S","10/28/2008 12:00:00 AM","4","0.22","0.011547",
"CRMS0120","S","10/28/2008 12:00:00 AM","8","0.1633333","0.02905932",
"CRMS0120","S","10/28/2008 12:00:00 AM","12","0.1766667","0.02333333",
"CRMS0120","S","10/28/2008 12:00:00 AM","16","0.1733333","0.02848001",
"CRMS0120","S","10/28/2008 12:00:00 AM","20","0.1466667","0.02185813",
"CRMS0120","S","10/28/2008 12:00:00 AM","24","0.1633333","0.01763834",
"CRMS0120","S","5/16/2018 12:00:00 AM","4","0.2","0.01732051",
"CRMS0120","S","5/16/2018 12:00:00 AM","8","0.2966667","0.05364493",
"CRMS0120","S","5/16/2018 12:00:00 AM","12","0.3066667","0.04841947",
"CRMS0120","S","5/16/2018 12:00:00 AM","16","0.2966667","0.00666667",
"CRMS0120","S","5/16/2018 12:00:00 AM","20","0.2533333","0.03179797",
"CRMS0120","S","5/16/2018 12:00:00 AM","24","0.2166667","0.04176655",
"CRMS0121","S","10/29/2008 12:00:00 AM","4","0.1766667","0.008819172",
"CRMS0121","S","10/29/2008 12:00:00 AM","8","0.2466667","0.02728451",
"CRMS0121","S","10/29/2008 12:00:00 AM","12","0.1633333","0.01201851",
"CRMS0121","S","10/29/2008 12:00:00 AM","16","0.1466667","0.01201851",
"CRMS0121","S","10/29/2008 12:00:00 AM","20","0.1433333","0.01333334",
"CRMS0121","S","10/29/2008 12:00:00 AM","24","0.1233333","0.02333333",
"CRMS0121","S","2/20/2018 12:00:00 AM","4","0.1366667","0.02333334",
"CRMS0121","S","2/20/2018 12:00:00 AM","8","0.1866667","0.05174725",
"CRMS0121","S","2/20/2018 12:00:00 AM","12","0.21","0.05131602",
"CRMS0121","S","2/20/2018 12:00:00 AM","16","0.3266667","0.09527737",
"CRMS0121","S","2/20/2018 12:00:00 AM","20","0.28","0.05773502",
"CRMS0121","S","2/20/2018 12:00:00 AM","24","0.26","0.03605552",
"CRMS0125","S","3/17/2009 12:00:00 AM","4","0.1666667","0.00666667",
"CRMS0125","S","3/17/2009 12:00:00 AM","8","0.1533333","0.02333333",
"CRMS0125","S","3/17/2009 12:00:00 AM","12","0.15","0.02645751",
"CRMS0125","S","3/17/2009 12:00:00 AM","16","0.1733333","0.008819171",
"CRMS0125","S","3/17/2009 12:00:00 AM","20","0.1566667","0.00333333",
"CRMS0125","S","3/17/2009 12:00:00 AM","24","0.12","0.01732051",
"CRMS0125","S","4/24/2018 12:00:00 AM","4","0.13","0.0321455",
"CRMS0125","S","4/24/2018 12:00:00 AM","8","0.19","0.04041452",
"CRMS0125","S","4/24/2018 12:00:00 AM","12","0.1866667","0.02962732",
"CRMS0125","S","4/24/2018 12:00:00 AM","16","0.17","0.03605551",
"CRMS0125","S","4/24/2018 12:00:00 AM","20","0.1733333","0.01855921",
"CRMS0125","S","4/24/2018 12:00:00 AM","24","0.1933333","0.006666665",
"CRMS0128","S","10/29/2008 12:00:00 AM","4","0.15","0.02516612",
"CRMS0128","S","10/29/2008 12:00:00 AM","8","0.1466667","0.02333333",
"CRMS0128","S","10/29/2008 12:00:00 AM","12","0.1266667","0.03179798",
"CRMS0128","S","10/29/2008 12:00:00 AM","16","0.1233333","0.02848001",
"CRMS0128","S","10/29/2008 12:00:00 AM","20","0.14","0.0321455",
"CRMS0128","S","10/29/2008 12:00:00 AM","24","0.1433333","0.03527668",
"CRMS0128","S","4/24/2018 12:00:00 AM","4","0.1966667","0.02848001",
"CRMS0128","S","4/24/2018 12:00:00 AM","8","0.2533333","0.02403701",
"CRMS0128","S","4/24/2018 12:00:00 AM","12","0.2633333","0.01201851",
"CRMS0128","S","4/24/2018 12:00:00 AM","16","0.2233333","0.02728451",
"CRMS0128","S","4/24/2018 12:00:00 AM","20","0.2233333","0.04096069",
"CRMS0128","S","4/24/2018 12:00:00 AM","24","0.2366667","0.01452966",
"CRMS0129","S","5/17/2007 12:00:00 AM","4","0.6033334","0.04055176",
"CRMS0129","S","5/17/2007 12:00:00 AM","8","0.52","0.04041453",
"CRMS0129","S","5/17/2007 12:00:00 AM","12","0.4733333","0.04371626",
"CRMS0129","S","5/17/2007 12:00:00 AM","16","0.4833333","0.02603416",
"CRMS0129","S","5/17/2007 12:00:00 AM","20","0.5","0.02516612",
"CRMS0129","S","5/17/2007 12:00:00 AM","24","0.5233333","0.05840471",
"CRMS0129","S","5/15/2018 12:00:00 AM","4","0.2433333","0.03179797",
"CRMS0129","S","5/15/2018 12:00:00 AM","8","0.3733333","0.01452967",
"CRMS0129","S","5/15/2018 12:00:00 AM","12","0.42","0.02645751",
"CRMS0129","S","5/15/2018 12:00:00 AM","16","0.5766667","0.1800309",
"CRMS0129","S","5/15/2018 12:00:00 AM","20","0.4566666","0.05364492",
"CRMS0129","S","5/15/2018 12:00:00 AM","24","0.3266667","0.02962731",
"CRMS0131","S","7/17/2008 12:00:00 AM","16","0.2866667","0.02333334",
"CRMS0131","SB","9/20/2017 12:00:00 AM","4","0.15","0.02516612",
"CRMS0131","SB","9/20/2017 12:00:00 AM","8","0.2133333","0.03382964",
"CRMS0131","SB","9/20/2017 12:00:00 AM","12","0.22","0.005773506",
"CRMS0131","SB","9/20/2017 12:00:00 AM","16","0.2233333","0.003333335",
"CRMS0131","SB","9/20/2017 12:00:00 AM","20","0.1366667","0.02728451",
"CRMS0131","SB","9/20/2017 12:00:00 AM","24","0.1266667","0.02185813",
"CRMS0131","S","2/20/2018 12:00:00 AM","4","0.2566667","0.02027587",
"CRMS0131","S","2/20/2018 12:00:00 AM","8","0.44","0.02081666",
"CRMS0131","S","2/20/2018 12:00:00 AM","12","0.37","0.04163332",
"CRMS0131","S","2/20/2018 12:00:00 AM","16","0.3433333","0.01201851",
"CRMS0131","S","2/20/2018 12:00:00 AM","20","0.3333333","0.06960205",
"CRMS0131","S","2/20/2018 12:00:00 AM","24","0.4233333","0.03527668",
"CRMS0132","S","2/17/2009 12:00:00 AM","4","0.1666667","0.02905933",
"CRMS0132","S","2/17/2009 12:00:00 AM","8","0.1366667","0.02403701",
"CRMS0132","S","2/17/2009 12:00:00 AM","12","0.1466667","0.02848001",
"CRMS0132","S","2/17/2009 12:00:00 AM","16","0.15","0.01527525",
"CRMS0132","S","2/17/2009 12:00:00 AM","20","0.1366667","0.02027588",
"CRMS0132","S","2/17/2009 12:00:00 AM","24","0.14","0.011547",
"CRMS0132","S","5/9/2018 12:00:00 AM","4","0.1533333","0.01666667",
"CRMS0132","S","5/9/2018 12:00:00 AM","8","0.1733333","0.008819171",
"CRMS0132","S","5/9/2018 12:00:00 AM","12","0.26","0.04358899",
"CRMS0132","S","5/9/2018 12:00:00 AM","16","0.2333333","0.05897269",
"CRMS0132","S","5/9/2018 12:00:00 AM","20","0.2266667","0.02185813",
"CRMS0132","S","5/9/2018 12:00:00 AM","24","0.2466667","0.05696003",
"CRMS0135","S","6/20/2006 12:00:00 AM","4","0.4633333","0.08452481",
"CRMS0135","S","6/20/2006 12:00:00 AM","8","0.2833333","0.04409586",
"CRMS0135","S","6/20/2006 12:00:00 AM","12","0.1633333","0.05897269",
"CRMS0135","S","6/20/2006 12:00:00 AM","16","0.21","0.01154701",
"CRMS0135","S","6/20/2006 12:00:00 AM","20","0.2333333","0.01452966",
"CRMS0135","S","6/20/2006 12:00:00 AM","24","0.2066667","0.01201851",
"CRMS0135","SB","9/19/2017 12:00:00 AM","4","0.2133333","0.02333333",
"CRMS0135","SB","9/19/2017 12:00:00 AM","8","0.2333333","0.03179798",
"CRMS0135","SB","9/19/2017 12:00:00 AM","12","0.31","0.01",
"CRMS0135","SB","9/19/2017 12:00:00 AM","16","0.36","0.05686241",
"CRMS0135","SB","9/19/2017 12:00:00 AM","20","0.3766667","0.02603416",
"CRMS0135","SB","9/19/2017 12:00:00 AM","24","0.34","0.02645751",
"CRMS0135","S","2/16/2018 12:00:00 AM","4","0.2566667","0.03282953",
"CRMS0135","S","2/16/2018 12:00:00 AM","8","0.3366667","0.02403701",
"CRMS0135","S","2/16/2018 12:00:00 AM","12","0.4166667","0.08171766",
"CRMS0135","S","2/16/2018 12:00:00 AM","16","0.4066667","0.008819172",
"CRMS0135","S","2/16/2018 12:00:00 AM","20","0.3166667","0.02403701",
"CRMS0135","S","2/16/2018 12:00:00 AM","24","0.2566667","0.03282953",
"CRMS0136","S","8/23/2006 12:00:00 AM","4","0.3733333","0.05364492",
"CRMS0136","S","8/23/2006 12:00:00 AM","8","0.4633333","0.05696002",
"CRMS0136","S","8/23/2006 12:00:00 AM","12","0.5133333","0.02848001",
"CRMS0136","S","8/23/2006 12:00:00 AM","16","0.3433333","0.008819172",
"CRMS0136","S","8/23/2006 12:00:00 AM","20","0.3833333","0.03480102",
"CRMS0136","S","8/23/2006 12:00:00 AM","24","0.5033333","0.09527737",
"CRMS0136","SB","9/19/2017 12:00:00 AM","4","0.19","0.04",
"CRMS0136","SB","9/19/2017 12:00:00 AM","8","0.37","0.01732051",
"CRMS0136","SB","9/19/2017 12:00:00 AM","12","0.3666667","0.03666666",
"CRMS0136","SB","9/19/2017 12:00:00 AM","16","0.2866667","0.111704",
"CRMS0136","SB","9/19/2017 12:00:00 AM","20","0.2","0.03464101",
"CRMS0136","SB","9/19/2017 12:00:00 AM","24","0.1833333","0.02603417",
"CRMS0136","S","2/16/2018 12:00:00 AM","4","0.3233333","0.02185813",
"CRMS0136","S","2/16/2018 12:00:00 AM","8","0.4","0.06429099",
"CRMS0136","S","2/16/2018 12:00:00 AM","12","0.4533333","0.100885",
"CRMS0136","S","2/16/2018 12:00:00 AM","16","0.45","0.06350853",
"CRMS0136","S","2/16/2018 12:00:00 AM","20","0.3833333","0.0272845",
"CRMS0136","S","2/16/2018 12:00:00 AM","24","0.44","0.061101",
"CRMS0139","S","6/27/2007 12:00:00 AM","4","0.53","0.01527526",
"CRMS0139","S","6/27/2007 12:00:00 AM","8","0.5333333","0.02848",
"CRMS0139","S","6/27/2007 12:00:00 AM","12","0.5233333","0.02905932",
"CRMS0139","S","6/27/2007 12:00:00 AM","16","0.48","0.06110102",
"CRMS0139","S","6/27/2007 12:00:00 AM","20","0.5633333","0.08950482",
"CRMS0139","S","6/27/2007 12:00:00 AM","24","0.5266667","0.03666667",
"CRMS0139","SB","8/15/2017 12:00:00 AM","4","0.3033333","0.06385747",
"CRMS0139","SB","8/15/2017 12:00:00 AM","8","0.4233333","0.03527668",
"CRMS0139","SB","8/15/2017 12:00:00 AM","12","0.39","0.08185353",
"CRMS0139","SB","8/15/2017 12:00:00 AM","16","0.4766667","0.07218803",
"CRMS0139","SB","8/15/2017 12:00:00 AM","20","0.5266666","0.05696002",
"CRMS0139","SB","8/15/2017 12:00:00 AM","24","0.5733333","0.04910307",
"CRMS0146","S","10/29/2008 12:00:00 AM","4","0.3133333","0.02603417",
"CRMS0146","S","10/29/2008 12:00:00 AM","8","0.34","0.07",
"CRMS0146","S","10/29/2008 12:00:00 AM","12","0.2333333","0.06359595",
"CRMS0146","S","10/29/2008 12:00:00 AM","16","0.14","0.02645751",
"CRMS0146","S","10/29/2008 12:00:00 AM","20","0.1466667","0.003333335",
"CRMS0146","S","10/29/2008 12:00:00 AM","24","0.1633333","0.03527668",
"CRMS0146","SB","9/13/2017 12:00:00 AM","4","0.1533333","0.01666667",
"CRMS0146","SB","9/13/2017 12:00:00 AM","8","0.2","0.01732051",
"CRMS0146","SB","9/13/2017 12:00:00 AM","12","0.29","0.011547",
"CRMS0146","SB","9/13/2017 12:00:00 AM","16","0.25","0.04582576",
"CRMS0146","SB","9/13/2017 12:00:00 AM","20","0.2466667","0.09735388",
"CRMS0146","SB","9/13/2017 12:00:00 AM","24","0.14","0.0321455",
"CRMS0146","S","5/3/2018 12:00:00 AM","4","0.12","0.01",
"CRMS0146","S","5/3/2018 12:00:00 AM","8","0.21","0.02309401",
"CRMS0146","S","5/3/2018 12:00:00 AM","12","0.3466667","0.05696003",
"CRMS0146","S","5/3/2018 12:00:00 AM","16","0.3833333","0.06437735",
"CRMS0146","S","5/3/2018 12:00:00 AM","20","0.3366667","0.03282953",
"CRMS0146","S","5/3/2018 12:00:00 AM","24","0.2466667","0.07446102",
"CRMS0147","S","6/8/2006 12:00:00 AM","4","0.6233333","0.2038245",
"CRMS0147","S","6/8/2006 12:00:00 AM","8","0.2933333","0.03179797",
"CRMS0147","S","6/8/2006 12:00:00 AM","12","0.26","0.01000001",
"CRMS0147","S","6/8/2006 12:00:00 AM","16","0.28","0.03785939",
"CRMS0147","S","6/8/2006 12:00:00 AM","20","0.3733333","0.03179797",
"CRMS0147","S","6/8/2006 12:00:00 AM","24","0.41","0.04582576",
"CRMS0147","SB","9/13/2017 12:00:00 AM","4","0.17","0.03055051",
"CRMS0147","SB","9/13/2017 12:00:00 AM","8","0.3833333","0.05547772",
"CRMS0147","SB","9/13/2017 12:00:00 AM","12","0.5333333","0.03282952",
"CRMS0147","SB","9/13/2017 12:00:00 AM","16","0.52","0.06506407",
"CRMS0147","SB","9/13/2017 12:00:00 AM","20","0.2266667","0.06666667",
"CRMS0147","SB","9/13/2017 12:00:00 AM","24","0.2066667","0.03282953",
"CRMS0148","S","5/17/2007 12:00:00 AM","4","0.75","0.07234178",
"CRMS0148","S","5/17/2007 12:00:00 AM","8","0.6566666","0.08743251",
"CRMS0148","S","5/17/2007 12:00:00 AM","12","0.6933333","0.1271919",
"CRMS0148","S","5/17/2007 12:00:00 AM","16","0.7466667","0.1617955",
"CRMS0148","S","5/17/2007 12:00:00 AM","20","0.7633333","0.1745789",
"CRMS0148","S","5/17/2007 12:00:00 AM","24","0.95","0.1096966",
"CRMS0148","S","5/15/2018 12:00:00 AM","4","0.23","0.02645751",
"CRMS0148","S","5/15/2018 12:00:00 AM","8","0.3366667","0.04630814",
"CRMS0148","S","5/15/2018 12:00:00 AM","12","0.5833333","0.06960203",
"CRMS0148","S","5/15/2018 12:00:00 AM","16","0.62","0.08386496",
"CRMS0148","S","5/15/2018 12:00:00 AM","20","0.61","0.1006645",
"CRMS0148","S","5/15/2018 12:00:00 AM","24","0.7033333","0.1703265",
"CRMS0153","S","3/7/2018 12:00:00 AM","16","0.06333333","0.003333334",
"CRMS0154","S","6/25/2007 12:00:00 AM","4","0.64","0.02",
"CRMS0154","S","6/25/2007 12:00:00 AM","8","0.65","0.02516611",
"CRMS0154","S","6/25/2007 12:00:00 AM","12","0.88","0.06027714",
"CRMS0154","S","6/25/2007 12:00:00 AM","16","0.81","0.08888195",
"CRMS0154","S","6/25/2007 12:00:00 AM","20","0.9","0.1571624",
"CRMS0154","S","6/25/2007 12:00:00 AM","24","1.136667","0.04371628",
"CRMS0154","S","3/7/2018 12:00:00 AM","4","0.3833333","0.06385748",
"CRMS0154","S","3/7/2018 12:00:00 AM","8","0.4533333","0.02962731",
"CRMS0154","S","3/7/2018 12:00:00 AM","12","0.42","0.03",
"CRMS0154","S","3/7/2018 12:00:00 AM","16","0.3833333","0.07535102",
"CRMS0154","S","3/7/2018 12:00:00 AM","20","0.4666667","0.09386751",
"CRMS0154","S","3/7/2018 12:00:00 AM","24","0.4866666","0.09837569",
"CRMS0154","SB","6/8/2021 12:00:00 AM","4","0.4866667","0.1003881",
"CRMS0154","SB","6/8/2021 12:00:00 AM","8","0.46","0.02309402",
"CRMS0154","SB","6/8/2021 12:00:00 AM","12","0.5333334","0.09938701",
"CRMS0154","SB","6/8/2021 12:00:00 AM","16","0.59","0.03605552",
"CRMS0154","SB","6/8/2021 12:00:00 AM","20","0.6366667","0.09527737",
"CRMS0154","SB","6/8/2021 12:00:00 AM","24","0.6066667","0.0664162",
"CRMS0156","S","6/27/2007 12:00:00 AM","4","0.8833333","0.1724658",
"CRMS0156","S","6/27/2007 12:00:00 AM","8","0.8033333","0.1026861",
"CRMS0156","S","6/27/2007 12:00:00 AM","12","0.5766667","0.08333334",
"CRMS0156","S","6/27/2007 12:00:00 AM","16","0.75","0.1327906",
"CRMS0156","S","6/27/2007 12:00:00 AM","20","0.7433333","0.02185813",
"CRMS0156","S","6/27/2007 12:00:00 AM","24","0.7966667","0.02848",
"CRMS0156","S","3/7/2018 12:00:00 AM","4","0.54","0.1",
"CRMS0156","S","3/7/2018 12:00:00 AM","8","0.77","0.1101514",
"CRMS0156","S","3/7/2018 12:00:00 AM","12","0.74","0.1153256",
